,Facies,Formation,Well Name,Depth,GR,ILD_log10,DeltaPHI,PHIND,PE,NM_M,RELPOS,ILD,ILD2,RHOB,s_Facies
2772,6,C LM,NEWBY,3029.5,40.54,0.812,3.5,8.55,3.7,2,0.865,6.486344335482385,6.486344335482385,2415.366580310881,wackestone
2773,6,C LM,NEWBY,3030.0,38.91,0.851,2.7,8.45,3.8,2,0.8540000000000001,7.095777679633888,7.095777679633888,2407.9621274409046,wackestone
2774,6,C LM,NEWBY,3030.5,39.62,0.898,2.2,8.1,4.1,2,0.843,7.906786279998252,7.906786279998252,2412.987116564417,wackestone
2775,6,C LM,NEWBY,3031.0,38.84,0.9359999999999999,2.7,6.85,4.0,2,0.831,8.629785477669701,8.629785477669701,2462.2272867420347,wackestone
2776,6,C LM,NEWBY,3031.5,37.8,0.961,1.0,6.0,4.2,2,0.82,9.141132414702502,9.141132414702502,2466.5,wackestone
2777,6,C LM,NEWBY,3032.0,35.03,0.9790000000000001,0.2,5.1,4.2,2,0.809,9.527961640236521,9.527961640236521,2484.6627254509017,wackestone
2778,6,C LM,NEWBY,3032.5,33.44,0.9990000000000001,-0.3,4.95,4.1,2,0.7979999999999999,9.977000638225535,9.977000638225535,2482.1885842472584,wackestone
2779,6,C LM,NEWBY,3033.0,36.21,1.024,0.1,5.75,3.9,2,0.787,10.568175092136585,10.568175092136585,2461.71006006006,wackestone
2780,6,C LM,NEWBY,3033.5,40.89,1.05,1.4,6.8,3.9,2,0.775,11.220184543019636,11.220184543019636,2445.5137931034483,wackestone
2781,6,C LM,NEWBY,3034.0,43.3,1.063,2.6,7.4,3.9,2,0.764,11.561122421920986,11.561122421920986,2442.181314168378,wackestone
2782,6,C LM,NEWBY,3034.5,43.27,1.06,1.9,7.05,3.7,2,0.753,11.481536214968829,11.481536214968829,2444.1940366972476,wackestone
2783,6,C LM,NEWBY,3035.0,38.84,1.048,0.3,5.45,3.8,2,0.742,11.168632477805613,11.168632477805613,2474.5588264794383,wackestone
2784,6,C LM,NEWBY,3035.5,35.26,1.04,-1.0,4.6,4.0,2,0.73,10.964781961431852,10.964781961431852,2483.2029702970294,wackestone
2785,6,C LM,NEWBY,3036.0,31.52,1.0390000000000001,-1.0,4.4,3.9,2,0.7190000000000001,10.939563662720943,10.939563662720943,2489.737623762376,wackestone
2786,6,C LM,NEWBY,3036.5,34.32,1.042,0.4,4.7,3.9,2,0.708,11.01539309541415,11.01539309541415,2500.8771084337354,wackestone
2787,6,C LM,NEWBY,3037.0,37.35,1.043,1.5,5.65,4.0,2,0.6970000000000001,11.04078619902073,11.04078619902073,2485.4606598984774,wackestone
2788,6,C LM,NEWBY,3037.5,39.69,1.035,2.4,6.4,4.0,2,0.685,10.839269140212034,10.839269140212034,2473.206557377049,wackestone
2789,6,C LM,NEWBY,3038.0,43.08,1.024,2.1,7.05,3.9,2,0.674,10.568175092136585,10.568175092136585,2447.009550561798,wackestone
2790,6,C LM,NEWBY,3038.5,46.27,1.015,1.5,7.15,3.8,2,0.6629999999999999,10.351421666793437,10.351421666793437,2435.206852791878,wackestone
2791,6,C LM,NEWBY,3039.0,47.77,1.0090000000000001,1.0,7.4,3.8,2,0.652,10.209394837076802,10.209394837076802,2419.8333333333335,wackestone
2792,6,C LM,NEWBY,3039.5,49.96,1.008,0.3,7.45,3.9,2,0.64,10.18591388054117,10.18591388054117,2408.3602306920766,wackestone
2793,6,C LM,NEWBY,3040.0,51.09,1.008,1.3,6.65,4.0,2,0.629,10.18591388054117,10.18591388054117,2449.109574468085,wackestone
2794,6,C LM,NEWBY,3040.5,50.21,1.0070000000000001,1.6,5.7,4.1,2,0.618,10.16248692870696,10.16248692870696,2485.2414634146344,wackestone
2795,6,C LM,NEWBY,3041.0,50.4,1.003,2.0,5.5,4.1,2,0.607,10.06931668851804,10.06931668851804,2497.795918367347,wackestone
2796,6,C LM,NEWBY,3041.5,50.99,0.9940000000000001,3.1,5.75,4.2,2,0.596,9.862794856312107,9.862794856312107,2505.3295665634673,wackestone
2797,6,C LM,NEWBY,3042.0,49.18,0.973,3.4,6.6,4.2,2,0.584,9.397233105646377,9.397233105646377,2480.6341614906833,wackestone
2798,6,C LM,NEWBY,3042.5,48.64,0.94,4.1,6.85,4.1,2,0.573,8.709635899560805,8.709635899560805,2481.935714285714,wackestone
2799,6,C LM,NEWBY,3043.0,47.11,0.909,3.9,7.25,4.0,2,0.562,8.109610578538408,8.109610578538408,2465.3905827263266,wackestone
2800,6,C LM,NEWBY,3043.5,48.61,0.889,2.9,7.85,3.9,2,0.551,7.744617978025188,7.744617978025188,2431.063182286303,wackestone
2803,6,C LM,NEWBY,3045.0,69.16,0.9390000000000001,6.3,9.45,4.0,2,0.517,8.689604292863018,8.689604292863018,2421.1324973319106,wackestone
2804,6,C LM,NEWBY,3045.5,77.53,0.9790000000000001,6.6,8.0,4.2,2,0.506,9.527961640236521,9.527961640236521,2476.2447537473236,wackestone
2805,6,C LM,NEWBY,3046.0,76.88,1.022,4.3,6.15,4.4,2,0.494,10.519618738232229,10.519618738232229,2508.8810344827584,wackestone
2806,9,C LM,NEWBY,3046.5,70.4,1.064,2.4,4.0,4.4,2,0.483,11.587773561551263,11.587773561551263,2554.354098360656,bafflestone
2807,9,C LM,NEWBY,3047.0,63.2,1.101,1.4,2.4,4.3,2,0.47200000000000003,12.618275345906707,12.618275345906707,2592.7754563894523,bafflestone
2808,9,C LM,NEWBY,3047.5,53.89,1.1179999999999999,-0.4,2.3,4.2,2,0.461,13.121998990192028,13.121998990192028,2567.802390438247,bafflestone
2809,9,C LM,NEWBY,3048.0,56.2,1.107,-1.2,2.7,4.2,2,0.449,12.793813041575246,12.793813041575246,2542.1565217391303,bafflestone
2810,6,C LM,NEWBY,3048.5,78.23,1.074,-0.4,3.1,4.1,2,0.43799999999999994,11.857687481671602,11.857687481671602,2541.5075697211155,wackestone
2811,6,C LM,NEWBY,3049.0,112.92,1.022,-0.8,5.1,4.1,2,0.42700000000000005,10.519618738232229,10.519618738232229,2469.8357142857144,wackestone
2812,6,C LM,NEWBY,3049.5,144.15,0.963,0.4,7.7,4.1,2,0.41600000000000004,9.183325964835808,9.183325964835808,2401.479518072289,wackestone
2822,6,C LM,NEWBY,3054.5,80.47,0.841,6.8,12.5,4.0,2,0.303,6.934258060165691,6.934258060165691,2319.6034334763945,wackestone
2823,6,C LM,NEWBY,3055.0,66.94,0.838,4.0,8.0,4.2,2,0.292,6.8865229634427605,6.8865229634427605,2440.9999999999995,wackestone
2824,6,C LM,NEWBY,3055.5,54.06,0.823,1.9,5.45,4.3,2,0.281,6.652731562017413,6.652731562017413,2498.016666666667,wackestone
2825,6,C LM,NEWBY,3056.0,47.87,0.797,0.7,4.85,4.4,2,0.27,6.266138646723355,6.266138646723355,2500.371752265861,wackestone
2826,6,C LM,NEWBY,3056.5,49.34,0.763,2.3,4.85,4.1,2,0.258,5.79428696426881,5.79428696426881,2524.13219037871,wackestone
1883,3,A1 SH,NOLAN,2854.0,100.93799999999999,0.542,8.857000000000001,15.312999999999999,3.4160000000000004,1,0.977,3.483373150360118,3.483373150360118,2241.705162124354,f_siltstone
1884,3,A1 SH,NOLAN,2854.5,94.375,0.5529999999999999,7.097,14.583,3.195,1,0.955,3.5727283815192883,3.5727283815192883,2249.098928468403,f_siltstone
1885,3,A1 SH,NOLAN,2855.0,89.81299999999999,0.5539999999999999,7.081,14.11,2.963,1,0.932,3.5809643710263597,3.5809643710263597,2265.7226266264165,f_siltstone
1886,3,A1 SH,NOLAN,2855.5,91.56299999999999,0.56,6.733,13.189,2.9789999999999996,1,0.909,3.630780547701014,3.630780547701014,2294.4374830486668,f_siltstone
1887,3,A1 SH,NOLAN,2856.0,87.18799999999999,0.5670000000000001,6.577999999999999,12.806,3.16,1,0.8859999999999999,3.6897759857015036,3.6897759857015036,2306.1831647149497,f_siltstone
1888,3,A1 SH,NOLAN,2856.5,84.18799999999999,0.569,5.569,12.253,3.2230000000000003,1,0.8640000000000001,3.7068072178257596,3.7068072178257596,2313.693309861168,f_siltstone
1889,3,A1 SH,NOLAN,2857.0,84.625,0.5670000000000001,4.861000000000001,12.229000000000001,3.361,1,0.841,3.6897759857015036,3.6897759857015036,2306.0302946583424,f_siltstone
1890,3,A1 SH,NOLAN,2857.5,90.31299999999999,0.581,5.6339999999999995,13.458,3.395,1,0.818,3.81065823393773,3.81065823393773,2272.331747938876,f_siltstone
1891,3,A1 SH,NOLAN,2858.0,91.56299999999999,0.578,6.443,17.922,3.076,1,0.795,3.7844258471709327,3.7844258471709327,2124.1537019303737,f_siltstone
1892,3,A1 SH,NOLAN,2858.5,85.625,0.56,6.897,19.177,3.135,1,0.773,3.630780547701014,3.630780547701014,2084.0791161563,f_siltstone
1893,3,A1 SH,NOLAN,2859.0,74.188,0.5329999999999999,4.6339999999999995,17.827,3.002,1,0.75,3.4119291162192846,3.4119291162192846,2109.583915923914,f_siltstone
1894,3,A1 SH,NOLAN,2859.5,65.875,0.499,3.571,13.225999999999999,3.16,1,0.727,3.1550046233746265,3.1550046233746265,2256.30040053822,f_siltstone
1895,3,A1 SH,NOLAN,2860.0,63.625,0.467,2.563,13.013,2.773,1,0.705,2.930893245250321,2.930893245250321,2251.5647239908863,f_siltstone
1896,3,A1 SH,NOLAN,2860.5,65.375,0.46,3.9219999999999997,13.46,2.541,1,0.682,2.884031503126606,2.884031503126606,2252.4011283956784,f_siltstone
1921,3,A1 SH,NOLAN,2873.0,74.75,0.341,6.672000000000001,16.326,2.891,1,0.114,2.192804935350449,2.192804935350449,2182.814298645637,f_siltstone
1925,3,A1 SH,NOLAN,2875.0,75.5,0.32299999999999995,8.346,20.17,3.133,1,0.023,2.1037784397664754,2.1037784397664754,2061.4886495515743,f_siltstone
1933,6,A1 LM,NOLAN,2879.0,85.81299999999999,0.767,1.25,6.905,5.008,2,0.879,5.847900841444807,5.847900841444807,2439.875632911392,wackestone
1934,6,A1 LM,NOLAN,2879.5,75.563,0.7509999999999999,2.104,7.075,4.695,2,0.862,5.636376558259543,5.636376558259543,2446.2231095856823,wackestone
1937,6,A1 LM,NOLAN,2881.0,55.063,0.685,2.932,10.984000000000002,3.4610000000000003,2,0.81,4.841723675840994,4.841723675840994,2324.957305229324,wackestone
1942,6,A1 LM,NOLAN,2883.5,65.125,0.498,2.5869999999999997,11.329,3.424,2,0.7240000000000001,3.1477483141013156,3.1477483141013156,2308.899968294786,wackestone
1943,6,A1 LM,NOLAN,2884.0,67.813,0.48700000000000004,5.048,12.872,3.4410000000000003,2,0.7070000000000001,3.0690219883911576,3.0690219883911576,2285.933334569045,wackestone
1953,6,A1 LM,NOLAN,2889.0,111.68799999999999,0.727,1.09,10.628,5.059,2,0.534,5.333348954876209,5.333348954876209,2313.3959796784957,wackestone
1954,6,A1 LM,NOLAN,2889.5,100.06299999999999,0.733,1.139,9.993,5.257999999999999,2,0.517,5.407543229455809,5.407543229455809,2335.225156568313,wackestone
1955,6,A1 LM,NOLAN,2890.0,100.06299999999999,0.733,1.139,9.993,5.257999999999999,2,0.517,5.407543229455809,5.407543229455809,2335.225156568313,wackestone
1958,6,A1 LM,NOLAN,2891.5,63.031000000000006,0.7,1.23,8.487,5.8629999999999995,2,0.466,5.011872336272722,5.011872336272722,2386.736227093247,wackestone
1959,6,A1 LM,NOLAN,2892.0,43.813,0.667,0.7020000000000001,8.527000000000001,5.715,2,0.44799999999999995,4.645152752227495,4.645152752227495,2378.2026700839892,wackestone
1962,6,A1 LM,NOLAN,2893.5,26.719,0.5589999999999999,0.413,10.524000000000001,5.047,2,0.397,3.6224299841669856,3.6224299841669856,2308.082235748642,wackestone
1963,6,A1 LM,NOLAN,2894.0,22.641,0.531,1.692,11.687000000000001,4.75,2,0.379,3.3962527259040844,3.3962527259040844,2285.609133987061,wackestone
1975,6,A1 LM,NOLAN,2900.0,50.188,0.522,1.325,10.98,3.693,2,0.172,3.326595532940045,3.326595532940045,2304.657027489233,wackestone
1978,6,A1 LM,NOLAN,2901.5,79.813,0.7020000000000001,3.406,9.289,3.8710000000000004,2,0.121,5.035006087879049,5.035006087879049,2388.853202124356,wackestone
1984,6,A1 LM,NOLAN,2904.5,47.875,0.6759999999999999,0.446,4.388,4.797,2,0.034,4.7424198526024455,4.7424198526024455,2511.9062808726926,wackestone
1987,3,B1 SH,NOLAN,2906.0,93.125,0.664,0.0,27.246,3.057,1,0.971,4.613175745603794,4.613175745603794,1750.882,f_siltstone
1988,3,B1 SH,NOLAN,2906.5,94.25,0.649,1.395,27.267,2.682,1,0.941,4.456562483975033,4.456562483975033,1760.4765538005174,f_siltstone
1989,3,B1 SH,NOLAN,2907.0,84.875,0.612,0.8079999999999999,20.627,3.076,1,0.912,4.092606597300109,4.092606597300109,1977.0962148560368,f_siltstone
1990,3,B1 SH,NOLAN,2907.5,77.125,0.568,2.991,14.587,3.299,1,0.882,3.698281797802662,3.698281797802662,2203.1387774691007,f_siltstone
1991,3,B1 SH,NOLAN,2908.0,70.563,0.568,4.263,13.462,3.611,1,0.853,3.698281797802662,3.698281797802662,2256.312008016754,f_siltstone
1992,3,B1 SH,NOLAN,2908.5,61.813,0.581,5.689,12.719000000000001,3.2560000000000002,1,0.8240000000000001,3.81065823393773,3.81065823393773,2298.8228531507457,f_siltstone
1997,3,B1 SH,NOLAN,2911.0,94.25,0.525,4.813,17.55,3.029,1,0.6759999999999999,3.3496543915782766,3.3496543915782766,2120.9805751993445,f_siltstone
1998,3,B1 SH,NOLAN,2911.5,101.0,0.531,6.428999999999999,21.451999999999998,2.844,1,0.647,3.3962527259040844,3.3962527259040844,1999.523584481303,f_siltstone
1999,3,B1 SH,NOLAN,2912.0,97.75,0.54,5.7589999999999995,23.636,2.75,1,0.618,3.4673685045253166,3.4673685045253166,1917.370992068208,f_siltstone
2000,3,B1 SH,NOLAN,2912.5,90.06299999999999,0.551,5.239,21.519000000000002,2.699,1,0.588,3.5563131856898536,3.5563131856898536,1987.0560937885837,f_siltstone
2017,3,B1 SH,NOLAN,2921.0,92.81299999999999,0.528,5.912999999999999,24.701999999999998,2.9589999999999996,1,0.08800000000000001,3.372873086588689,3.372873086588689,1881.1685048040642,f_siltstone
2018,3,B1 SH,NOLAN,2921.5,72.375,0.551,5.425,24.214000000000002,2.805,1,0.059000000000000004,3.5563131856898536,3.5563131856898536,1894.6147997620938,f_siltstone
2024,6,B1 LM,NOLAN,2924.5,21.719,0.905,1.495,5.0969999999999995,4.418,2,0.8,8.035261221856173,8.035261221856173,2503.9137311557793,wackestone
2025,6,B1 LM,NOLAN,2925.0,25.75,0.961,1.218,4.592,4.758,2,0.75,9.141132414702502,9.141132414702502,2516.6925335992387,wackestone
2035,6,B1 LM,NOLAN,2930.0,37.5,0.929,0.3,2.873,4.875,2,0.25,8.491804750363139,8.491804750363139,2559.8557171514544,wackestone
2036,6,B1 LM,NOLAN,2930.5,33.281,0.919,0.546,2.7739999999999996,4.141,2,0.2,8.298507675144226,8.298507675144226,2566.9644366842963,wackestone
2047,3,B2 SH,NOLAN,2936.0,71.938,0.546,4.279,8.905,3.7539999999999996,1,0.682,3.5156044052829816,3.5156044052829816,2413.601901604664,f_siltstone
2048,3,B2 SH,NOLAN,2936.5,75.75,0.535,5.234,12.491,3.5980000000000003,1,0.636,3.4276778654645037,3.4276778654645037,2301.391707215668,f_siltstone
2049,3,B2 SH,NOLAN,2937.0,83.56299999999999,0.535,6.867000000000001,17.206,3.342,1,0.591,3.4276778654645037,3.4276778654645037,2153.6419006313554,f_siltstone
2050,3,B2 SH,NOLAN,2937.5,93.81299999999999,0.539,7.596,20.333,3.08,1,0.545,3.45939377826122,3.45939377826122,2049.186863512402,f_siltstone
2051,3,B2 SH,NOLAN,2938.0,99.5,0.5379999999999999,7.6129999999999995,18.754,3.023,1,0.5,3.451437393358562,3.451437393358562,2105.7345385335598,f_siltstone
2052,3,B2 SH,NOLAN,2938.5,90.81299999999999,0.532,5.035,16.059,3.1,1,0.455,3.404081897010009,3.404081897010009,2175.0329572737323,f_siltstone
2053,3,B2 SH,NOLAN,2939.0,79.813,0.534,4.1160000000000005,13.315,3.3089999999999997,1,0.409,3.4197944251370886,3.4197944251370886,2259.6571479704644,f_siltstone
2059,3,B2 SH,NOLAN,2942.0,79.5,0.625,2.096,20.658,2.682,1,0.136,4.216965034285822,4.216965034285822,1988.2753711390749,f_siltstone
2060,3,B2 SH,NOLAN,2942.5,82.5,0.6579999999999999,-0.258,26.186,2.498,1,0.091,4.549880601500485,4.549880601500485,1783.8287387939117,f_siltstone
2061,3,B2 SH,NOLAN,2943.0,78.75,0.66,-3.639,26.344,2.648,1,0.045,4.570881896148751,4.570881896148751,1751.1294175310452,f_siltstone
2062,3,B2 SH,NOLAN,2943.5,60.25,0.6509999999999999,-5.053999999999999,17.847,4.438,2,1.0,4.477133041763624,4.477133041763624,2005.9916032326232,f_siltstone
2079,6,B2 LM,NOLAN,2952.0,23.141,0.873,1.311,3.767,5.41,2,0.292,7.464487584100665,7.464487584100665,2545.669133373527,wackestone
2080,6,B2 LM,NOLAN,2952.5,26.719,0.898,-0.026000000000000002,4.372,4.977,2,0.25,7.906786279998252,7.906786279998252,2505.3325020094776,wackestone
2081,6,B2 LM,NOLAN,2953.0,26.688000000000002,0.907,-0.705,4.611000000000001,5.129,2,0.20800000000000002,8.072350302488383,8.072350302488383,2487.269739213544,wackestone
2082,6,B2 LM,NOLAN,2953.5,25.75,0.882,-0.48200000000000004,4.144,5.184,2,0.16699999999999998,7.62079010025412,7.62079010025412,2505.95098280289,wackestone
2084,3,B3 SH,NOLAN,2954.5,55.468999999999994,0.795,1.023,4.397,4.762,2,0.083,6.237348354824193,6.237348354824193,2520.2787745789424,f_siltstone
2085,3,B3 SH,NOLAN,2955.0,81.375,0.741,2.505,6.675,4.004,2,0.042,5.508076964054034,5.508076964054034,2465.3978366839324,f_siltstone
2110,3,B3 SH,NOLAN,2967.5,92.75,0.47100000000000003,8.101,20.61,3.1430000000000002,1,0.077,2.958012466551546,2.958012466551546,2043.582277103124,f_siltstone
2111,3,B3 SH,NOLAN,2968.0,84.875,0.467,5.888,17.256,3.512,1,0.038,2.930893245250321,2.930893245250321,2142.0771955117307,f_siltstone
2145,3,B4 SH,NOLAN,2985.0,94.56299999999999,0.5489999999999999,9.423,25.587,2.8160000000000003,1,0.125,3.5399734108343464,3.5399734108343464,1873.2660241728036,f_siltstone
2157,6,B4 LM,NOLAN,2991.0,42.593999999999994,0.524,2.7460000000000004,8.29,3.469,2,0.1,3.3419504002611427,3.3419504002611427,2414.0146573508546,wackestone
2158,6,B4 LM,NOLAN,2991.5,54.031000000000006,0.385,3.715,15.084000000000001,2.94,1,1.0,2.4266100950824154,2.4266100950824154,2194.3197776133356,wackestone
2159,3,B5 SH,NOLAN,2992.0,69.5,0.26899999999999996,6.086,22.478,2.617,1,0.875,1.8578044550916983,1.8578044550916983,1960.575100261942,f_siltstone
2160,3,B5 SH,NOLAN,2992.5,74.625,0.182,6.257000000000001,24.017,2.855,1,0.75,1.5205475297324955,1.5205475297324955,1907.7789722059247,f_siltstone
2161,3,B5 SH,NOLAN,2993.0,63.75,0.114,7.445,23.609,2.9139999999999997,1,0.625,1.3001695780332903,1.3001695780332903,1931.0759827940142,f_siltstone
2162,3,B5 SH,NOLAN,2993.5,49.468999999999994,0.055999999999999994,9.376,23.826999999999998,2.998,1,0.5,1.1376272858234309,1.1376272858234309,1937.0629777542372,f_siltstone
2163,3,B5 SH,NOLAN,2994.0,47.656000000000006,0.012,9.334,24.357,3.092,1,0.375,1.0280162981264735,1.0280162981264735,1917.4813196347034,f_siltstone
2164,3,B5 SH,NOLAN,2994.5,49.375,-0.013000000000000001,8.292,23.544,3.1910000000000003,1,0.25,0.9705099672454897,0.9705099672454897,1939.6160110786407,f_siltstone
2198,6,B5 LM,NOLAN,3011.5,76.188,0.529,-0.09300000000000001,10.591,4.699,2,0.111,3.3806483620598162,3.3806483620598162,2299.2872357857195,wackestone
2199,6,B5 LM,NOLAN,3012.0,88.25,0.52,-0.871,9.123,4.574,2,0.083,3.311311214825911,3.311311214825911,2337.1690815348315,wackestone
2202,3,C SH,NOLAN,3013.5,110.93799999999999,0.517,8.549,14.888,3.9,1,1.0,3.2885163087598306,3.2885163087598306,2253.8265397152572,f_siltstone
2203,3,C SH,NOLAN,3014.0,104.0,0.501,9.149,16.974,3.2310000000000003,1,0.9740000000000001,3.169567463043491,3.169567463043491,2184.4083244378157,f_siltstone
2204,3,C SH,NOLAN,3014.5,98.56299999999999,0.474,5.5520000000000005,18.862000000000002,2.7439999999999998,1,0.9470000000000001,2.9785164294291895,2.9785164294291895,2082.572340166017,f_siltstone
2205,3,C SH,NOLAN,3015.0,91.125,0.447,3.698,17.347,2.805,1,0.9209999999999999,2.7989813196343625,2.7989813196343625,2116.5838625781394,f_siltstone
2206,3,C SH,NOLAN,3015.5,93.125,0.425,3.835,16.233,3.076,1,0.895,2.6607250597988097,2.6607250597988097,2156.225558025269,f_siltstone
2207,3,C SH,NOLAN,3016.0,101.93799999999999,0.42200000000000004,6.1770000000000005,15.259,3.545,1,0.868,2.6424087573219466,2.6424087573219466,2215.2216095360413,f_siltstone
2208,3,C SH,NOLAN,3016.5,107.31299999999999,0.426,6.5329999999999995,16.416,3.492,1,0.8420000000000001,2.6668586645214796,2.6668586645214796,2178.2017025420737,f_siltstone
2209,3,C SH,NOLAN,3017.0,112.56299999999999,0.424,7.422000000000001,17.188,3.3810000000000002,1,0.816,2.654605561975539,2.654605561975539,2159.786122124047,f_siltstone
2210,3,C SH,NOLAN,3017.5,110.375,0.42700000000000005,6.891,16.546,3.2889999999999997,1,0.789,2.6730064086633116,2.6730064086633116,2177.2726907549218,f_siltstone
2211,3,C SH,NOLAN,3018.0,113.5,0.434,8.294,16.803,3.1839999999999997,1,0.763,2.7164392688390824,2.7164392688390824,2182.202449196345,f_siltstone
2212,3,C SH,NOLAN,3018.5,107.93799999999999,0.43799999999999994,7.729,18.296,3.16,1,0.737,2.741574171927882,2.741574171927882,2123.1863990148586,f_siltstone
2213,3,C SH,NOLAN,3019.0,103.5,0.44799999999999995,7.8260000000000005,19.762,3.15,1,0.711,2.805433637951713,2.805433637951713,2071.6127806756786,f_siltstone
2214,3,C SH,NOLAN,3019.5,100.25,0.467,5.943,19.253,3.2110000000000003,1,0.684,2.930893245250321,2.930893245250321,2072.565916322017,f_siltstone
2215,3,C SH,NOLAN,3020.0,94.5,0.483,5.733,18.242,3.299,1,0.6579999999999999,3.040885025676279,3.040885025676279,2105.99774822048,f_siltstone
2216,3,C SH,NOLAN,3020.5,94.0,0.502,5.627999999999999,16.54,3.625,1,0.632,3.1768740706497707,3.1768740706497707,2164.4912968253293,f_siltstone
2219,3,C SH,NOLAN,3022.0,86.5,0.562,7.712999999999999,17.14,3.617,1,0.5529999999999999,3.6475394692560785,3.6475394692560785,2164.3721099558984,f_siltstone
2220,3,C SH,NOLAN,3022.5,77.938,0.5760000000000001,7.04,15.665,3.609,1,0.526,3.767037989839089,3.767037989839089,2210.065981067126,f_siltstone
2237,3,C SH,NOLAN,3031.0,94.93799999999999,0.562,6.042999999999999,16.955,3.318,1,0.079,3.6475394692560785,3.6475394692560785,2154.2083665027617,f_siltstone
2258,6,C LM,NOLAN,3041.5,32.813,0.752,1.314,8.11,3.3560000000000003,2,0.8390000000000001,5.649369748123025,5.649369748123025,2400.487517641813,wackestone
2276,6,C LM,NOLAN,3050.5,77.313,0.8140000000000001,3.614,10.644,4.172,2,0.679,6.516283940608428,6.516283940608428,2345.20878100554,wackestone
2277,6,C LM,NOLAN,3051.0,66.313,0.815,4.063,10.975999999999999,4.207,2,0.67,6.531305526474723,6.531305526474723,2339.4917342787453,wackestone
2309,9,A1 LM,Recruit F9,2843.0,36.084,0.882,1.6,8.2,4.125,2,0.645,7.62079010025412,7.62079010025412,2401.3999999999996,bafflestone
2310,9,A1 LM,Recruit F9,2843.5,29.344,0.897,0.1,7.25,4.23,2,0.632,7.888601176185544,7.888601176185544,2412.1605105105104,bafflestone
2311,9,B2 LM,Recruit F9,2914.0,19.462,0.598,3.4,6.8,6.321000000000001,2,0.556,3.962780342554394,3.962780342554394,2473.8018633540373,bafflestone
2312,9,B2 LM,Recruit F9,2914.5,19.552,0.581,3.1,6.95,6.16,2,0.519,3.81065823393773,3.81065823393773,2464.462693498452,bafflestone
2313,9,B2 LM,Recruit F9,2915.0,20.653000000000002,0.529,0.9,8.65,5.865,2,0.48100000000000004,3.3806483620598162,3.3806483620598162,2376.807618567104,bafflestone
2314,9,B2 LM,Recruit F9,2915.5,23.371,0.45,-1.0,11.3,5.315,2,0.444,2.8183829312644537,2.8183829312644537,2264.292079207921,bafflestone
2315,9,B2 LM,Recruit F9,3009.5,31.453000000000003,0.899,0.99,12.242,4.52,2,0.833,7.925013304804718,7.925013304804718,2258.309548025452,bafflestone
2316,9,B2 LM,Recruit F9,3010.0,37.844,0.895,1.105,12.128,4.727,2,0.8,7.852356346100718,7.852356346100718,2263.5366104201426,bafflestone
2317,9,B2 LM,Recruit F9,3010.5,43.313,0.898,0.9159999999999999,12.512,4.687,2,0.767,7.906786279998252,7.906786279998252,2248.4009080779947,bafflestone
2318,9,B2 LM,Recruit F9,3011.0,41.906000000000006,0.8909999999999999,0.7929999999999999,13.074000000000002,4.593999999999999,2,0.733,7.780365510398038,7.780365510398038,2228.193816882881,bafflestone
2319,9,B2 LM,Recruit F9,3011.5,35.063,0.878,0.49200000000000005,13.229000000000001,4.867,2,0.7,7.550922276654339,7.550922276654339,2219.402519837601,bafflestone
2320,9,B2 LM,Recruit F9,3012.0,32.531,0.867,-0.022000000000000002,12.376,4.93,2,0.667,7.362070974947361,7.362070974947361,2241.318829997401,bafflestone
2321,9,B2 LM,Recruit F9,3012.5,30.906,0.85,-1.111,11.17,5.352,2,0.633,7.079457843841379,7.079457843841379,2267.108758725559,bafflestone
2322,9,B2 LM,Recruit F9,3013.0,32.188,0.821,-1.42,9.721,4.961,2,0.6,6.622165037017619,6.622165037017619,2310.2684815618222,bafflestone
2323,9,B2 LM,Recruit F9,3013.5,34.281,0.778,-1.263,9.076,5.012,2,0.5670000000000001,5.997910762555095,5.997910762555095,2333.388105344499,bafflestone
2324,9,B2 LM,Recruit F9,3014.0,40.844,0.7240000000000001,-0.57,8.283999999999999,4.652,2,0.5329999999999999,5.29663443891658,5.29663443891658,2368.7723888833652,bafflestone
2297,9,C LM,Recruit F9,3018.0,32.78,0.723,1.2,13.11,5.1,2,0.18600000000000003,5.284452517751804,5.284452517751804,2231.915384615385,bafflestone
2298,9,C LM,Recruit F9,3018.5,23.5,0.711,0.3,12.3,5.2,2,0.17600000000000002,5.14043651582426,5.14043651582426,2247.8286359077233,bafflestone
2299,9,C LM,Recruit F9,3019.0,28.33,0.706,0.5,11.79,5.3,2,0.16699999999999998,5.081594425605605,5.081594425605605,2267.224874371859,bafflestone
2300,9,C LM,Recruit F9,3019.5,31.12,0.7040000000000001,1.7,11.325,5.3,2,0.157,5.058246620031142,5.058246620031142,2297.861800610376,bafflestone
2301,9,C LM,Recruit F9,3020.0,28.68,0.7090000000000001,1.9,11.165,5.4,2,0.147,5.116818355403078,5.116818355403078,2305.7689602446485,bafflestone
2302,9,C LM,Recruit F9,3020.5,31.67,0.721,1.6,10.535,5.4,2,0.13699999999999998,5.260172663907062,5.260172663907062,2323.0920731707315,bafflestone
2303,9,C LM,Recruit F9,3021.0,39.75,0.733,0.9,10.04,5.5,2,0.127,5.407543229455809,5.407543229455809,2330.5210393541875,bafflestone
2304,9,C LM,Recruit F9,3021.5,36.56,0.747,2.0,8.545,5.3,2,0.11800000000000001,5.584701947368308,5.584701947368308,2395.2602040816328,bafflestone
